Name,Account,App Name,City,State,Country,Region,Subdomain,DB,Version,Group,Feeder,Created,Status,Category,Primary Clusters
kipu-11088,Family First Adolescent Services,11088,Palm Beach Gardens,FL,US,us-east-1,ffa11088,kipuaws-rds-kipu-11088,10.2.3.6.aws,SMB,baseline-tjc,6/21/18,Active,Healthmatters,healthmatterscluster14-102
kipu-11089,Compassionate Care Recovery,11089,Greenacres,FL,US,us-east-1,ccr11089,kipuaws-rds-kipu-11089,10.2.3.6.aws,SMB,baseline-tjc,6/21/18,Active,Healthmatters,healthmatterscluster14-102
kipu-11082,Elevate360,11082,New York,NY,US,us-east-1,ele11082,kipuaws-rds-kipu-11082,10.2.3.6.aws,SMB,baseline-tjc,6/10/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11074,Reprieve,11074,North Palm Beach,FL,US,us-east-1,rep11074,kipuaws-rds-kipu-11074,10.2.3.6.aws,SMB,baseline-tjc,5/24/18,Active,Healthmatters,healthmatterscluster14-103
kipu-11073,Sun Coast Recovery Ranch,11073,Sunshine Ranches,FL,US,us-east-1,scr11073,kipuaws-rds-kipu-11073,10.2.3.6.aws,SMB,baseline-tjc,5/21/18,Active,Healthmatters,healthmatterscluster14-103
kipu-11070,Adelante Recovery Center,11070,Newport Beach,CA,US,us-east-1,arc11070,kipuaws-rds-kipu-11070,10.2.3.6.aws,SMB,baseline-tjc,5/16/18,Active,Healthmatters,healthmatterscluster14-103 ...
kipu-11064,Clear Life Recovery,11064,Costa Mesa,CA,US,us-east-1,clr11064,kipuaws-rds-kipu-11064,10.2.3.6.aws,SMB,baseline-tjc,5/8/18,Active,Healthmatters,healthmatterscluster14-104 ...
kipu-11060,Mountainside Solutions,11060,Weaverville,NC,US,us-east-1,mnt11060,kipuaws-rds-kipu-11060,10.2.3.6.aws,SMB,baseline-tjc,5/2/18,Active,Healthmatters,healthmatterscluster14-103
kipu-11061,Tranquil ShoresåÊ,11061,Madeira Beach,FL,US,us-east-1,trn11061,kipuaws-rds-kipu-11061,10.2.3.6.aws,SMB,baseline-tjc,5/2/18,Active,Healthmatters,healthmatterscluster14-103
kipu-11056,Eden Recovery Center,11056,Delray Beach,FL,US,us-east-1,erc11056,kipuaws-rds-kipu-11056,10.2.3.6.aws,SMB,baselineempty,4/26/18,Active,Healthmatters,healthmatterscluster14-104 ...
kipu-11050,Second Chance Addiction Care,11050,Potomac,MD,US,us-east-1,sca11050,kipuaws-rds-kipu-11050,10.2.3.6.aws,SMB,baseline-tjc,4/19/18,Active,Healthmatters,healthmatterscluster14-103 ...
kipu-11049,Opus Health,11049,Newport Beach,CA,US,us-east-1,oph11049,kipuaws-rds-kipu-11049,10.2.3.6.aws,SMB,baseline-tjc,4/19/18,Active,Healthmatters,healthmatterscluster14-103
kipu-11046,Rockland Treatment Center,11046,New Port Richey,FL,US,us-east-1,rtc11046,kipuaws-rds-kipu-11046,10.2.3.6.aws,SMB,baseline-tjc,4/12/18,Active,Healthmatters,healthmatterscluster14-103
kipu-11047,Quest Recovery,11047,Lancaster,CA,US,us-east-1,qst11047,kipuaws-rds-kipu-11047,10.2.3.6.aws,SMB,baseline-tjc,4/12/18,Active,Healthmatters,healthmatterscluster14-103
kipu-11048,Stone Ridge Recovery,11048,Laguna Hills,CA,US,us-east-1,srr11048,kipuaws-rds-kipu-11048,10.2.3.6.aws,SMB,baseline-tjc,4/12/18,Active,Healthmatters,healthmatterscluster14-105
kipu-11042,Reconnect Integrative Trauma Treatment Center,11042,Pacific Palisades,CA,US,us-east-1,rit11042,kipuaws-rds-kipu-11042,10.2.3.6.aws,SMB,baseline-tjc,4/2/18,Active,Healthmatters,healthmatterscluster14-102
kipu-11045,Rehabilitation Programs,11045,Ventura,CA,US,us-east-1,reh11045,kipuaws-rds-kipu-11045,10.2.3.6.aws,SMB,baseline-tjc,4/2/18,Active,Healthmatters,healthmatterscluster14-102
kipu-11041,One Door,11041,Bakersfield,CA,US,us-east-1,odo11041,kipuaws-rds-kipu-11041,10.2.3.6.aws,SMB,baseline-tjc,3/29/18,Active,Healthmatters,healthmatterscluster14-102
kipu-11034,Boardwalk Recovery Center,11034,San Diego,CA,US,us-east-1,brc11034,kipuaws-rds-kipu-11034,10.2.3.6.aws,SMB,baseline-tjc,3/14/18,Active,Healthmatters,healthmatterscluster14-102
kipu-11033,Lido Wellness Center,11033,Newport Beach,CA,US,us-east-1,lwc11033,kipuaws-rds-kipu-11033,10.2.3.6.aws,SMB,baseline-tjc,3/14/18,Active,Healthmatters,healthmatterscluster14-102
kipu-11035,East Boston Rehab,11035,East Boston,MA,US,us-east-1,ebo11035,kipuaws-rds-kipu-11035,10.2.3.6.aws,SMB,baseline-tjc,3/14/18,Active,Healthmatters,healthmatterscluster14-102
kipu-11036,True Life Recovery,11036,Fountain Valley,CA,US,us-east-1,tlr11036,kipuaws-rds-kipu-11036,10.2.3.6.aws,SMB,baseline-tjc,3/14/18,Active,Healthmatters,healthmatterscluster14-102
kipu-11038,Illumination Training,11038,Irvine,CA,US,us-east-1,lum11038,kipuaws-rds-kipu-11038,10.2.3.6.aws,SMB,baseline-tjc,3/14/18,Active,Healthmatters,healthmatterscluster14-102
kipu-11025,Path to Recovery Detox,11025,Los Angeles,CA,US,us-east-1,prd11025,kipuaws-rds-kipu-11025,10.2.3.6.aws,SMB,baseline-tjc,3/8/18,Active,Healthmatters,healthmatterscluster14-102
kipu-11028,Rebos Detox,11028,Reno,NV,US,us-east-1,ren11028,kipuaws-rds-kipu-11028,10.2.2.8.aws,SMB,baseline-tjc,3/8/18,Active,Healthmatters,healthmatterscluster14-102
kipu-11021,Fire Mountain ProgramsåÊ,11021,Estes Park,CO,US,us-east-1,fmp11021,kipuaws-rds-kipu-11021,10.2.3.6.aws,SMB,baseline-tjc,2/28/18,Active,Healthmatters,healthmatterscluster14-102
kipu-11023,South Miami Recovery,11023,Miami,FL,US,us-east-1,smr11023,kipuaws-rds-kipu-11023,10.2.3.6.aws,SMB,baseline-tjc,2/28/18,Active,Healthmatters,healthmatterscluster14-102
kipu-11016,Advanced Recovery & Counseling,11016,Hialeah,FL,US,us-east-1,arc11016,kipuaws-rds-kipu-11016,10.2.3.6.aws,SMB,baseline-tjc,2/21/18,Active,Healthmatters,healthmatterscluster14-102
kipu-11020,MARR Addiction Treatment Center,11020,Doraville,GA,US,us-east-1,mat11020,kipuaws-rds-kipu-11020,10.2.3.6.aws,SMB,baseline-tjc,2/21/18,Active,Healthmatters,healthmatterscluster14-102
kipu-11018,Community West,11018,Los Angeles,CA,US,us-east-1,com11018,kipuaws-rds-kipu-11018,10.2.3.6.aws,SMB,baseline-tjc,2/21/18,Active,Healthmatters,healthmatterscluster14-102
kipu-11009,Y&Y RecoveryåÊ,11009,Los Angeles,CA,US,us-east-1,yyr11009,kipuaws-rds-kipu-11009,10.2.3.6.aws,SMB,baseline-tjc,2/8/18,Active,Healthmatters,healthmatterscluster14-102
kipu-11007,The Mend,11007,Costa Mesa,CA,US,us-east-1,psrc11007,kipuaws-rds-kipu-11007,10.2.3.6.aws,SMB,baseline-tjc,2/8/18,Active,Healthmatters,healthmatterscluster14-102
kipu-11006,Radiance Recovery,11006,Chatsworth,CA,US,us-east-1,rad11006,kipuaws-rds-kipu-11006,10.2.3.6.aws,SMB,baseline-tjc,2/8/18,Active,Healthmatters,healthmatterscluster14-102
kipu-10996,Compass Recovery Center,10996,King of Prussia,PA,US,us-east-1,crc10996,kipuaws-rds-kipu-10996,10.2.3.6.aws,SMB,baseline-tjc,1/31/18,Active,Healthmatters,healthmatterscluster14-102
kipu-10998,Exis Recovery,10998,Los Angeles,CA,US,us-east-1,exr10998,kipuaws-rds-kipu-10998,10.2.3.6.aws,SMB,baseline-tjc,1/31/18,Active,Healthmatters,healthmatterscluster14-102
kipu-10993,Sanctuary of Transformation,10993,Laguna Hills,CA,US,us-east-1,sot10993,kipuaws-rds-kipu-10993,10.2.3.6.aws,SMB,baseline-tjc,1/22/18,Active,Healthmatters,healthmatterscluster14-101
kipu-10986,Elements Training,10986,Nunnelly,TN,US,us-east-1,t-10986,kipuaws-rds-kipu-10986,10.2.3.6.aws,SMB,baselineempty,1/9/18,Active,Clone,healthmatterscluster14-TEST
kipu-11189,Voyage Recovery,11189,Hobe Sound,FL,US,us-east-1,voy11189,kipuaws-rds-kipu-11189,10.2.3.6.aws,SMB,0000S (baseline-tjc),1/3/18,Active,Healthmatters,healthmatterscluster14-103
kipu-10982,Coastal Turning Point,10982,Santa Cruz,CA,US,us-east-1,ctp10982,kipuaws-rds-kipu-10982,10.2.3.6.aws,SMB,baseline-tjc,1/1/18,Active,Healthmatters,healthmatterscluster14-102
kipu-10977,WJW Treatment Centers,10977,Garden Grove,CA,US,us-east-1,wtc10977,kipuaws-rds-kipu-10977,10.2.3.6.aws,SMB,baseline-tjc,12/27/17,Active,Healthmatters,healthmatterscluster14-102
kipu-10978,No Longer Bound,10978,Cumming,GA,US,us-east-1,nlb10978,kipuaws-rds-kipu-10978,10.2.3.6.aws,SMB,baseline-tjc,12/27/17,Active,Healthmatters,healthmatterscluster14-102
kipu-10974,Inspire Health Center,10974,Lake Forest,CA,US,us-east-1,ihc10974,kipuaws-rds-kipu-10974,10.2.3.6.aws,SMB,baseline-tjc,12/21/17,Active,Healthmatters,healthmatterscluster14-102
kipu-10958,The Crossroads Recovery Center,10958,Salem,NH,US,us-east-1,crc10958,kipuaws-rds-kipu-10958,10.2.3.6.aws,SMB,baseline-tjc,11/15/17,Active,Healthmatters,healthmatterscluster14-102
kipu-10948,UMADAOP,10948,Toledo,OH,US,us-east-1,uma10948,kipuaws-rds-kipu-10948,10.2.3.6.aws,SMB,baseline-tjc,11/1/17,Active,Healthmatters,healthmatterscluster14-102
kipu-10950,Sober District,10950,Van Nuys,CA,US,us-east-1,sob10950,kipuaws-rds-kipu-10950,10.2.3.6.aws,SMB,baseline-tjc,11/1/17,Active,Healthmatters,healthmatterscluster14-103
kipu-10945,A Better You Wellness Center,10945,Oakland Park,FL,US,us-east-1,bwc10945,kipuaws-rds-kipu-10945,10.2.3.6.aws,SMB,baseline-tjc,10/26/17,Active,Healthmatters,healthmatterscluster14-106
kipu-10946,The Lookout at Choice,10946,Boulder,Co,US,us-east-1,lac10946,kipuaws-rds-kipu-10946,10.2.3.6.aws,SMB,baseline-tjc,10/26/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10941,Transformations By the Gulf,10941,St Pete Beach,FL,US,us-east-1,tbg10941,kipuaws-rds-kipu-10941,10.2.3.6.aws,SMB,baseline-tjc,10/10/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10937,The Haven at Pismo,10937,Arroyo Grande,CA,US,us-east-1,hap10937,kipuaws-rds-kipu-10937,10.2.3.6.aws,SMB,baseline-tjc,10/5/17,Active,Healthmatters,healthmatterscluster14-103
kipu-10935,Sublime Wellness Center,10935,Huntington Beach,CA,US,us-east-1,swc10935,kipuaws-rds-kipu-10935,10.2.3.6.aws,SMB,baseline-tjc,9/12/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10929,Corner Canyon Recovery,10929,Draper,UT,US,us-east-1,ccr10929,kipuaws-rds-kipu-10929,10.2.3.6.aws,SMB,baseline-tjc,8/31/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10926,Potential Life Recovery,10926,Florida,EST,US,us-east-1,plr10926,kipuaws-rds-kipu-10926,10.2.3.6.aws,SMB,baseline-tjc,8/16/17,Active,Healthmatters,healthmatterscluster14-102
kipu-10924,Addiction Center for Healing,10924,Santa Ana,CA,US,us-east-1,ach10924,kipuaws-rds-kipu-10924,10.2.3.6.aws,SMB,baseline-tjc,8/8/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10914,The Extra Mile,10914,Mantachie,MS,US,us-east-1,tem10914,kipuaws-rds-kipu-10914,10.2.3.6.aws,SMB,baseline-tjc,8/1/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10916,Last House on the Block,10916,Las Cruces,NM,US,us-east-1,lhb10916,kipuaws-rds-kipu-10916,10.2.3.6.aws,SMB,baseline-tjc,8/1/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10911,Coastal Addiction Center,10911,Anaheim,CA,US,us-east-1,cac10911,kipuaws-rds-kipu-10911,10.2.3.6.aws,SMB,baseline-tjc,7/23/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10901,Montco Recovery Center,10901,Comar,PA,US,us-east-1,mrc10901,kipuaws-rds-kipu-10901,10.2.3.6.aws,SMB,baseline-tjc,7/11/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10906,Axis Mental Health,10906,Santa Ana,CA,US,us-east-1,amh10906,kipuaws-rds-kipu-10906,10.2.3.6.aws,SMB,baselineempty,7/11/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10899,UMNPA,10899,Newport Beack,CA,US,us-east-1,umn10899,kipuaws-rds-kipu-10899,10.2.3.6.aws,SMB,baseline-tjc,7/4/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10900,The Manor,10900,Slinger,WI,US,us-east-1,man10900,kipuaws-rds-kipu-10900,10.2.3.6.aws,SMB,baseline-tjc,7/4/17,Active,Healthmatters,healthmatterscluster14-102
kipu-10893,Southern California Road to Recovery,10893,Riverside,CA,US,us-east-1,scr10893,kipuaws-rds-kipu-10893,10.2.3.6.aws,SMB,baseline-tjc,6/19/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10881,Sunsets Recovery Center (Woman's Recovery Center),10881,San Clemente,CA,US,us-east-1,src10881,kipuaws-rds-kipu-10881,10.2.3.6.aws,SMB,baseline-tjc,5/30/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10876,NAD Treatment Center,10876,San Diego,CA,US,us-east-1,nad10876,kipuaws-rds-kipu-10876,10.2.3.6.aws,SMB,baseline-tjc,5/22/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10877,House of Hope,10877,Fort Lauderdale,FL,US,us-east-1,hpe10877,kipuaws-rds-kipu-10877,10.2.3.6.aws,SMB,baseline-tjc,5/22/17,Active,Healthmatters,healthmatterscluster14-102
kipu-10873,Saddleback Recovery,10873,Escondido,CA,US,us-east-1,sry10873,kipuaws-rds-kipu-10873,10.2.3.6.aws,SMB,baseline-tjc,5/17/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10875,Ocean Ridge Treatment and Recovery,10875,San Juan Capistrano,CA,US,us-east-1,ort10875,kipuaws-rds-kipu-10875,10.2.3.6.aws,SMB,baseline-tjc,5/17/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10868,Spring Gardens Detox,10868,Spring Hill,FL,US,us-east-1,sgd10868,kipuaws-rds-kipu-10868,10.2.3.6.aws,SMB,baseline-tjc,5/9/17,Active,Healthmatters,healthmatterscluster14-102
kipu-10863,Comfort Recovery IOP,10863,Woodland Hills,CA,US,us-east-1,cro10863,kipuaws-rds-kipu-10863,10.2.3.6.aws,SMB,baseline-tjc,5/2/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10862,5 Residential Drug and Alcohol Treatment Center,10862,Los Angeles,CA,US,us-east-1,rda10862,kipuaws-rds-kipu-10862,10.2.3.6.aws,SMB,baseline-tjc,5/2/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10860,Immersive Recovery,10860,San Marcos,CA,US,us-east-1,imr10860,kipuaws-rds-kipu-10860,10.2.3.6.aws,SMB,baseline-tjc,5/2/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10857,Magnolia Ranch Recovery,10857,Taft,TN,US,us-east-1,mrr10857,kipuaws-rds-kipu-10857,10.2.3.6.aws,SMB,baseline-tjc,4/20/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10854,Villa Kali Ma,10854,San Diego,CA,US,us-east-1,vil10854,kipuaws-rds-kipu-10854,10.2.3.6.aws,SMB,baselineempty,4/5/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10853,Alpine Recovery Lodge,10853,Alpine,UT,US,us-east-1,arl10853,kipuaws-rds-kipu-10853,10.2.3.6.aws,SMB,baseline-tjc,4/5/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10850,Oregon Trail Recovery,10850,Milwaukie,OR,US,us-east-1,otr10850,kipuaws-rds-kipu-10850,10.2.3.6.aws,SMB,baseline-tjc,4/4/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10847,Colonial Park IOP,10847,Pennsylvania,,US,us-east-1,col10847,kipuaws-rds-kipu-10847,10.2.3.6.aws,SMB,baseline-tjc,4/4/17,Active,Healthmatters,healthmatterscluster14-106
kipu-10842,Continuum Recovery Center,10842,Phoenix,AZ,US,us-east-1,crc10842,kipuaws-rds-kipu-10842,10.2.3.6.aws,SMB,baseline-tjc,3/29/17,Active,Healthmatters,healthmatterscluster14-103
kipu-10835,Breathe Life Healing Center,10835,West Hollywood,CA,US,us-east-1,blh10835,kipuaws-rds-kipu-10835,10.2.3.6.aws,SMB,baseline-tjc,3/14/17,Active,Healthmatters,healthmatterscluster14-104
kipu-10830,Hawaii Island Recovery,10830,Kailua- Kona,HI,US,us-east-1,hir10830,kipuaws-rds-kipu-10830,10.2.3.6.aws,SMB,baseline-tjc,3/6/17,Active,Healthmatters,healthmatterscluster14-104
kipu-10826,"Wayside House, Inc",10826,Delray Beach,FL,US,us-east-1,wsh10826,kipuaws-rds-kipu-10826,10.2.3.6.aws,SMB,baseline-tjc,2/27/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10823,Ascend Health Care,10823,Encino,CA,US,us-east-1,ahc10823,kipuaws-rds-kipu-10823,10.2.3.6.aws,SMB,baseline-tjc,2/27/17,Active,Healthmatters,healthmatterscluster14-104
kipu-10814,Evolve Detox,10814,Riverside,CA,US,us-east-1,edx10814,kipuaws-rds-kipu-10814,10.2.3.6.aws,SMB,baseline-tjc,2/20/17,Active,Healthmatters,healthmatterscluster14-104
kipu-10804,Core Health,10804,,NJ,US,us-east-1,chl10804,kipuaws-rds-kipu-10804,10.2.3.6.aws,SMB,baseline-tjc,2/7/17,Active,Healthmatters,healthmatterscluster14-102
kipu-10803,Tranquil Palms,10803,Palm Desert,CA,US,us-east-1,tqp10803,kipuaws-rds-kipu-10803,10.2.3.6.aws,SMB,baselineempty,2/7/17,Active,Healthmatters,healthmatterscluster14-104
kipu-10786,Pacific Shores Recovery,10786,Hollywood Hills,CA,US,us-east-1,psr10786,kipuaws-rds-kipu-10786,10.2.3.6.aws,SMB,baseline-tjc,1/18/17,Active,Healthmatters,healthmatterscluster14-105
kipu-10782,Renew Detox,10782,Poway,CA,US,us-east-1,rdx10782,kipuaws-rds-kipu-10782,10.2.3.6.aws,SMB,baseline-tjc,1/10/17,Active,Healthmatters,healthmatterscluster14-103
kipu-10778,Anchored Tides Recovery,10778,Huntington Beach,CA,US,us-east-1,atr10778,kipuaws-rds-kipu-10778,10.2.3.6.aws,SMB,baseline-tjc,1/10/17,Active,Healthmatters,healthmatterscluster14-103 ...
kipu-10781,Midwest Recovery Centers,10781,Kansas City,MO,US,us-east-1,mrc10781,kipuaws-rds-kipu-10781,10.2.3.6.aws,SMB,baseline-tjc,1/10/17,Active,Healthmatters,healthmatterscluster14-101
kipu-10776,The Rose Transition Home,10776,Lafayette,CO,US,us-east-1,trt10776,kipuaws-rds-kipu-10776,10.2.3.6.aws,SMB,baseline-tjc,1/3/17,Active,Healthmatters,healthmatterscluster14-103
kipu-10775,Forward Recovery Solutions,10775,Los Angeles,CA,US,us-east-1,frs10775,kipuaws-rds-kipu-10775,10.2.3.6.aws,SMB,baseline-tjc,1/3/17,Active,Healthmatters,healthmatterscluster14-103
kipu-10771,Avery Lane,10771,Novato,CA,US,us-east-1,alv10771,kipuaws-rds-kipu-10771,10.2.3.6.aws,SMB,baseline-tjc,12/27/16,Active,Healthmatters,healthmatterscluster14-103
kipu-10766,Stonewater Addiction Recovery Center,10766,Oxford,MS,US,us-east-1,src10766,kipuaws-rds-kipu-10766,10.2.3.6.aws,SMB,baseline-tjc,12/27/16,Active,Healthmatters,healthmatterscluster14-103
kipu-10758,Iris Healing Retreat,10758,Woodland Hills,CA,US,us-east-1,ihr10758,kipuaws-rds-kipu-10758,10.2.3.6.aws,SMB,baseline-tjc,12/13/16,Active,Healthmatters,healthmatterscluster14-103 ...
kipu-10759,Infinite Recovery Solutions,10759,Van Nuys,CA,US,us-east-1,irs10759,kipuaws-rds-kipu-10759,10.2.3.6.aws,SMB,baseline-tjc,12/13/16,Active,Healthmatters,healthmatterscluster14-103
kipu-10751,Turning Point Treatment Center,10751,Rancho Santa Margarita,CA,US,us-east-1,tpt10751,kipuaws-rds-kipu-10751,10.2.3.6.aws,SMB,baseline-tjc,12/8/16,Active,Healthmatters,healthmatterscluster14-103
kipu-10752,Bridges of Hope,10752,Anderson,Indiana,US,us-east-1,boh10752,kipuaws-rds-kipu-10752,10.2.3.6.aws,SMB,baseline-tjc,12/7/16,Active,Healthmatters,healthmatterscluster14-102
kipu-10740,Precious Treatment,10740,Tarzana,CA,US,us-east-1,pst10740,kipuaws-rds-kipu-10740,10.2.3.6.aws,SMB,baseline-tjc,11/22/16,Active,Healthmatters,healthmatterscluster14-103
kipu-10738,Vita Behavioral Health,10738,Van Nuys,CA,US,us-east-1,vbh10738,kipuaws-rds-kipu-10738,10.2.3.6.aws,SMB,baseline-tjc,11/22/16,Active,Healthmatters,healthmatterscluster14-103
kipu-10747,The Lakehouse Recovery Center,10747,Westlake Village,CA,US,us-east-1,lrc10747,kipuaws-rds-kipu-10747,10.2.3.6.aws,SMB,baseline-tjc,11/22/16,Active,Healthmatters,healthmatterscluster14-103
kipu-10737,Triumph Recovery,10737,Sherman Oaks,CA,US,us-east-1,try10737,kipuaws-rds-kipu-10737,10.2.3.6.aws,SMB,baseline-tjc,11/22/16,Active,Healthmatters,healthmatterscluster14-103
kipu-10736,Surf City Recovery,10736,Huntington Beach,CA,US,us-east-1,scr10736,kipuaws-rds-kipu-10736,10.2.3.6.aws,SMB,baseline-tjc,11/22/16,Active,Healthmatters,healthmatterscluster14-103 ...
kipu-10739,Safe Haven Recovery (California),10739,Bakersfield,CA,US,us-east-1,shr10739,kipuaws-rds-kipu-10739,10.2.3.6.aws,SMB,baseline-tjc,11/22/16,Active,Healthmatters,healthmatterscluster14-103 ...
kipu-10735,Aton Center,10735,Encinitas,CA,US,us-east-1,anc10735,kipuaws-rds-kipu-10735,10.2.3.6.aws,SMB,baseline-tjc,11/15/16,Active,Healthmatters,healthmatterscluster14-103
kipu-10721,Maple Mountain Recovery,10721,Mapleton,UT,US,us-east-1,mmr10721,kipuaws-rds-kipu-10721,10.2.3.6.aws,SMB,baseline-tjc,10/31/16,Active,Healthmatters,healthmatterscluster14-103 ...
kipu-10719,Ascension Treatment Centers,10719,Palms Springs,CA,US,us-east-1,atc10719,kipuaws-rds-kipu-10719,10.2.3.6.aws,SMB,baseline-tjc,10/24/16,Active,Healthmatters,healthmatterscluster14-101
kipu-10716,One North Recovery(Foundations for Recovery),10716,Capistrano Beach,CA,US,us-east-1,onr10716,kipuaws-rds-kipu-10716,10.2.3.6.aws,SMB,baseline-tjc,10/24/16,Active,Healthmatters,healthmatterscluster14-103
kipu-10717,Crest Recovery,10717,Laguna Niguel,CA,US,us-east-1,crr10717,kipuaws-rds-kipu-10717,10.2.3.6.aws,SMB,baseline-tjc,10/24/16,Active,Healthmatters,healthmatterscluster14-103
kipu-10712,United Community Support Centers,10712,Long Beach,CA,US,us-east-1,ucs10712,kipuaws-rds-kipu-10712,10.2.3.6.aws,SMB,baseline-tjc,10/17/16,Active,Healthmatters,healthmatterscluster14-107
kipu-10710,New Life Treatment,10710,Orange,CA,US,us-east-1,nlc10710,kipuaws-rds-kipu-10710,10.2.3.6.aws,SMB,baseline-tjc,10/13/16,Active,Healthmatters,healthmatterscluster14-104
kipu-10706,Peaks Recovery Services,10706,Colorado Springs,CO,US,us-east-1,prs10706,kipuaws-rds-kipu-10706,10.2.3.6.aws,SMB,baselineempty,10/10/16,Active,Healthmatters,healthmatterscluster14-104
kipu-10709,The Kimberly Center,10709,Ft Myers,FL,US,us-east-1,tkc10709,kipuaws-rds-kipu-10709,10.2.3.6.aws,SMB,baseline-tjc,10/10/16,Active,Healthmatters,healthmatterscluster14-103
kipu-10698,12 South,10698,Mission Viejo,CA,US,us-east-1,tts10698,kipuaws-rds-kipu-10698,10.2.3.6.aws,SMB,baseline-tjc,10/3/16,Active,Healthmatters,healthmatterscluster14-101
kipu-10699,Essentials Recovery,10699,Stuart,FL,US,us-east-1,esr10699,kipuaws-rds-kipu-10699,10.2.3.6.aws,SMB,baseline-tjc,10/3/16,Active,Healthmatters,healthmatterscluster14-102
kipu-10700,Dedicato Treatment Center,10700,Sierra Madre,CA,US,us-east-1,dtc10700,kipuaws-rds-kipu-10700,10.2.3.6.aws,SMB,baseline-tjc,10/3/16,Active,Healthmatters,healthmatterscluster14-103 ...
kipu-10693,R&R Recovery,10693,TBD/ Pacific time,,US,us-east-1,rrr10693,kipuaws-rds-kipu-10693,10.2.3.6.aws,SMB,baseline-tjc,9/27/16,Active,Healthmatters,healthmatterscluster14-102
kipu-10690,Paragon,10690,Los Angeles,CA,US,us-east-1,pgn10690,kipuaws-rds-kipu-10690,10.2.3.6.aws,SMB,baseline-tjc,9/27/16,Active,Healthmatters,healthmatterscluster14-102
kipu-10685,The Palms Recovery Florida,10685,Palm Springs,FL,US,us-east-1,tprf10685,kipuaws-rds-kipu-10685,10.2.3.6.aws,SMB,baseline-tjc,9/12/16,Active,Healthmatters,healthmatterscluster14-101
kipu-10673,Stonegate Center,10673,Azle,TX,US,us-east-1,sct10673,kipuaws-rds-kipu-10673,10.2.3.6.aws,SMB,baseline-tjc,8/29/16,Active,Healthmatters,healthmatterscluster14-104 ...
kipu-10674,Pride Recovery Center,10674,Delray Beach,FL,US,us-east-1,prc10674,kipuaws-rds-kipu-10674,10.2.3.6.aws,SMB,baselineempty,8/29/16,Active,Healthmatters,healthmatterscluster14-102
kipu-10677,Summit Estate Recovery Center,10677,Los Gatos,CA,US,us-east-1,ser10677,kipuaws-rds-kipu-10677,10.2.3.6.aws,SMB,baseline-tjc,8/29/16,Active,Healthmatters,healthmatterscluster14-103
kipu-10669,"i-Kare Treatment Center,LLC",10669,West Palm Beach,FL,US,us-east-1,ikt10669,kipuaws-rds-kipu-10669,10.2.3.6.aws,SMB,baseline-tjc,8/22/16,Active,Healthmatters,healthmatterscluster14-101
kipu-10659,Bridge to Life Detox,10659,Anaheim,CA,US,us-east-1,btld10659,kipuaws-rds-kipu-10659,10.2.3.6.aws,SMB,baseline-tjc,8/1/16,Active,Healthmatters,healthmatterscluster14-105
kipu-10657,Genesis House Recovery,10657,Lake Worth,FL,US,us-east-1,ghr10657,kipuaws-rds-kipu-10657,10.2.3.6.aws,SMB,baseline-tjc,7/26/16,Active,Healthmatters,healthmatterscluster14-102
kipu-10658,Full Recovery Wellness Center,10658,Fairfield,NJ,US,us-east-1,frwc10658,kipuaws-rds-kipu-10658,10.2.3.6.aws,SMB,baseline-tjc,7/26/16,Active,Healthmatters,healthmatterscluster14-102
kipu-10652,Recovery House of East Tennessee,10652,Oliver Springs,TN,US,us-east-1,rh10652,kipuaws-rds-kipu-10652,10.2.3.6.aws,SMB,baseline-tjc,7/21/16,Active,Healthmatters,healthmatterscluster14-107
kipu-10624,LifeSync Malibu Detox,10624,Malibu,CA,US,us-east-1,lifesyncmalibu,kipuaws-rds-kipu-10624,10.2.3.6.aws,SMB,baseline-tjc,6/6/16,Active,Healthmatters,healthmatterscluster14-106
kipu-10623,Northstar Transitions,10623,Boulder,CO,US,us-east-1,northstartransitions,kipuaws-rds-kipu-10623,10.2.3.6.aws,SMB,baseline-tjc,6/6/16,Active,Healthmatters,healthmatterscluster14-104
